loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,text_risk_prob,text_risk,annual_income_safe,loan_to_income_ratio,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category,loan_intent
L2122,31,Female,Nurse,83000,22000,Education,780,1,Paying for advanced leadership certification in hospital quality management.,1,Neutral,0.4556800127029419,1,83000,0.2650602409638554,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2123,53,Male,Scientist,182000,55000,Business,840,1,Purchasing new high-capacity mass spectrometry units.,1,Neutral,0.5575457811355591,1,182000,0.3021978021978022,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2124,28,Female,Graphic Designer,76000,19000,Personal,730,2,Need funds to cover unexpected attorney fees related to a past business contract dispute.,1,Neutral,0.5909377932548523,1,76000,0.25,1,1,1,1,2,11,High,Business/Investment
L2125,66,Male,Retired,91000,16000,Medical,828,1,Covering costs for necessary elective dental work.,1,Neutral,0.4749935865402221,1,91000,0.1758241758241758,1,0,0,1,1,5,Low,Basic Needs/Survival
L2126,37,Female,Teacher,78000,24000,Education,765,1,Funding a major research fellowship in educational policy.,1,Neutral,0.4950011074542999,1,78000,0.3076923076923077,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2127,40,Male,Accountant,109000,29000,Home,788,2,Need funds for emergency repair of the main exterior siding due to water intrusion.,0,Neutral,0.6220124363899231,1,109000,0.2660550458715596,1,0,1,1,0,6,Medium,Basic Needs/Survival
L2128,22,Female,Receptionist,41000,8500,Personal,615,0,I need this money immediately to pay overdue utility bills before power is shut off. I am in a dire situation.,0,Neutral,0.7344170212745667,2,41000,0.2073170731707317,1,3,1,0,2,18,High,Personal/Lifestyle
L2129,50,Male,Engineer,155000,53000,Business,825,1,"Acquisition of specialized, proprietary testing software for materials analysis.",1,Neutral,0.5112509727478027,1,155000,0.3419354838709677,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2130,45,Female,HR Manager,115000,27000,Education,798,1,Sponsoring employee travel to a national HR best practices summit.,1,Neutral,0.4320610463619232,1,115000,0.2347826086956521,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2131,33,Male,Construction Worker,70000,23000,Personal,675,3,"Need funds to cover the cost of specialized, heavy-duty safety equipment rentals.",0,Neutral,0.5486202836036682,1,70000,0.3285714285714285,1,2,1,2,2,15,High,Personal/Lifestyle
L2132,58,Female,Administrator,102000,25000,Medical,788,2,Covering costs for an extended physical therapy program after a major injury.,1,Neutral,0.53970867395401,1,102000,0.2450980392156862,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2133,25,Male,Electrician Apprentice,50000,18000,Business,665,0,I over-leveraged my credit buying specialized tools for a job that was subsequently cancelled. I need this to cover immediate overhead.,0,Negative,0.5914374589920044,1,50000,0.36,2,2,1,0,1,13,High,Business/Investment
L2134,48,Female,Doctor,250000,85000,Home,870,1,"Financing the installation of a commercial-grade, whole-house water purification system.",1,Neutral,0.4817387461662292,1,250000,0.34,1,0,1,1,0,6,Medium,Business/Investment
L2135,30,Male,Software Engineer,140000,44000,Education,810,1,Aggressively paying down the final segment of my advanced software architecture degree.,1,Neutral,0.6045217514038086,1,140000,0.3142857142857143,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2136,61,Female,Retired,69000,14000,Personal,792,1,Funding a major upgrade to home connectivity and media systems.,1,Neutral,0.5017387866973877,1,69000,0.2028985507246377,1,0,1,1,2,8,Medium,Personal/Lifestyle
L2137,21,Male,Security Guard,34000,8500,Personal,580,0,"I have multiple, aggressive, high-interest loans coming due this week; I need this cash to avoid default. I'm terrified.",0,Very Negative,0.865620493888855,2,34000,0.25,1,3,1,0,2,18,High,Basic Needs/Survival
L2138,44,Female,Teacher,88000,24000,Medical,780,1,Covering costs for my spouse's specialized diagnostic testing.,1,Neutral,0.5501905083656311,1,88000,0.2727272727272727,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2139,38,Male,Truck Driver,95000,28000,Home,705,3,Need funds for emergency replacement of the main garage door system due to structural failure.,0,Neutral,0.5959448218345642,1,95000,0.2947368421052631,1,1,1,2,0,10,Medium,Basic Needs/Survival
L2140,52,Female,Financial Analyst,178000,53000,Business,835,1,"Investment in a high-yield, short-term bond fund.",1,Neutral,0.5819776058197021,1,178000,0.297752808988764,1,0,1,1,1,7,Medium,Business/Investment
L2141,28,Male,Photographer,55000,14000,Education,690,1,Purchasing specialized high-end drones for aerial photography services.,0,Neutral,0.5205850005149841,1,55000,0.2545454545454545,1,2,1,1,1,13,High,Personal/Lifestyle
L2142,55,Female,Manager,126000,31000,Personal,815,1,"Funding a significant, high-value investment in rare first-edition books.",1,Positive,0.790424108505249,2,126000,0.246031746031746,0,0,1,1,2,9,Medium,Business/Investment
L2143,32,Male,Carpenter,74000,21000,Home,725,2,"Replacing old, failing exterior railings and support structures for safety.",1,Negative,0.5453721880912781,1,74000,0.2837837837837837,2,1,1,1,0,10,Medium,Basic Needs/Survival
L2144,49,Female,Nurse,108000,30000,Medical,792,1,Financing advanced certification in trauma nurse specialization.,1,Neutral,0.5017386078834534,1,108000,0.2777777777777778,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2145,24,Male,Fast Food Worker,33000,7000,Personal,580,0,I need this money immediately to pay overdue rent; I face eviction by the weekend. I have nowhere else to turn.,0,Negative,0.8214367628097534,2,33000,0.2121212121212121,2,3,1,0,2,19,High,Basic Needs/Survival
L2146,60,Female,Librarian,78000,18000,Education,778,1,Funding a major upgrade to the library's digital archive servers.,1,Neutral,0.509037971496582,1,78000,0.2307692307692307,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2147,36,Male,Sales Representative,98000,26000,Business,755,1,Need capital for a substantial increase in territory acquisition marketing.,1,Negative,0.6336271166801453,1,98000,0.2653061224489796,2,0,1,1,1,8,Medium,Business/Investment
L2148,41,Female,Accountant,111000,32000,Home,795,2,Financing a major upgrade to the home's exterior facade and stucco.,1,Positive,0.5095502734184265,1,111000,0.2882882882882883,0,0,1,1,0,5,Low,Personal/Lifestyle
L2149,29,Male,Bartender,47000,11500,Personal,640,0,"I need this to cover immediate, high-interest debt before default; I feel completely buried by my obligations.",0,Very Negative,0.826240599155426,2,47000,0.2446808510638297,1,3,1,0,2,18,High,Personal/Lifestyle
L2150,53,Female,Professor,142000,46000,Education,828,1,Funding a major research grant focused on international economic policy.,1,Neutral,0.5027490854263306,1,142000,0.323943661971831,1,0,1,1,1,7,Medium,Business/Investment
L2151,47,Male,Pilot,215000,65000,Business,848,1,Acquisition of advanced flight systems maintenance simulators.,1,Neutral,0.4861372411251068,1,215000,0.3023255813953488,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2152,35,Female,Software Developer,130000,42000,Personal,805,1,Need short-term capital to cover a tax liability while waiting for a large stock sale to finalize.,1,Neutral,0.5679915547370911,1,130000,0.3230769230769231,1,0,1,1,2,8,Medium,Business/Investment
L2153,23,Male,Delivery Driver,40000,10000,Medical,630,1,Covering the cost of urgent specialist treatment for a recurring digestive issue.,0,Neutral,0.5887779593467712,1,40000,0.25,1,3,1,1,1,16,High,Personal/Lifestyle
L2154,56,Female,Doctor,250000,88000,Home,872,1,"Financing the construction of a substantial, climate-controlled wine cellar/storage area.",1,Neutral,0.4864259958267212,1,250000,0.352,1,0,1,1,0,6,Medium,Basic Needs/Survival
L2155,30,Male,Graphic Designer,77000,23000,Business,735,2,Need to hire a specialized branding consultant for a major corporate pivot.,1,Neutral,0.6129783987998962,1,77000,0.2987012987012987,1,1,1,1,1,10,Medium,Business/Investment
L2156,62,Female,Retired,73000,14000,Medical,802,1,Covering costs for necessary in-home physical therapy sessions.,1,Neutral,0.5072079300880432,1,73000,0.1917808219178082,1,0,0,1,1,5,Low,Personal/Lifestyle
L2157,38,Male,Accountant,109000,28000,Education,788,1,Paying for advanced certification in international corporate auditing standards.,1,Neutral,0.4768295288085937,1,109000,0.2568807339449541,1,0,1,1,1,7,Medium,Business/Investment
L2158,26,Female,Retail Associate,47000,13000,Personal,660,0,I am drowning in minimum credit card payments and need this consolidation loan before penalties hit next month. I feel hopeless.,0,Very Negative,0.9088929295539856,2,47000,0.2765957446808511,1,2,1,0,2,15,High,Personal/Lifestyle
L2159,49,Male,Engineer,165000,56000,Business,838,1,"Investment in specialized, high-precision manufacturing sensors.",1,Neutral,0.5909093618392944,1,165000,0.3393939393939394,1,0,1,1,1,7,Medium,Business/Investment
L2160,54,Female,Manager,127000,33000,Home,805,1,Financing a major upgrade to the home's subterranean drainage and waterproofing.,1,Positive,0.5192831158638,1,127000,0.2598425196850393,0,0,1,1,0,5,Low,Personal/Lifestyle
L2161,31,Male,Plumber,81000,21000,Personal,720,2,Need funds to cover the cost of emergency commercial-grade pump replacement.,0,Neutral,0.5636389851570129,1,81000,0.2592592592592592,1,1,1,1,2,11,High,Basic Needs/Survival
L2162,42,Female,Teacher,83000,22000,Education,770,1,Funding specialized training for teachers in advanced STEM curriculum integration.,1,Neutral,0.5228257775306702,1,83000,0.2650602409638554,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2163,25,Male,Cashier,37000,9000,Medical,618,0,I need this money immediately to cover an overdue ambulance bill that is going to collections. I am extremely worried.,0,Very Negative,0.6271057724952698,1,37000,0.2432432432432432,1,3,1,0,1,15,High,Personal/Lifestyle
L2164,57,Female,Scientist,192000,59000,Business,850,1,"Acquisition of new, high-throughput molecular analysis robotics.",1,Neutral,0.4671739041805267,1,192000,0.3072916666666667,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2165,33,Male,Truck Driver,85000,26000,Personal,698,3,"Need capital to cover mandatory, unexpected costs associated with DOT compliance upgrades.",0,Negative,0.7593221068382263,2,85000,0.3058823529411765,2,2,1,2,2,18,High,Basic Needs/Survival
L2166,46,Female,HR Specialist,103000,29000,Home,785,1,Financing a major upgrade to the home's exterior siding and trim replacement.,1,Positive,0.5084494948387146,1,103000,0.2815533980582524,0,0,1,1,0,5,Low,Personal/Lifestyle
L2167,20,Male,Student,26000,5500,Education,570,0,I need this for my final certification exam fee or I fail the program; I have no other source of funds.,0,Neutral,0.505204975605011,1,26000,0.2115384615384615,1,3,1,0,1,15,High,Personal/Lifestyle
L2168,50,Female,Doctor,230000,69000,Medical,865,1,Funding the purchase of a high-resolution digital microscopy suite.,1,Neutral,0.4899135231971741,1,230000,0.3,1,0,1,1,1,7,Medium,Business/Investment
L2169,39,Male,Real Estate Agent,111000,31000,Business,760,1,"Capital for aggressive, targeted digital marketing campaigns in new zip codes.",1,Neutral,0.6045366525650024,1,111000,0.2792792792792792,1,0,1,1,1,7,Medium,Business/Investment
L2170,64,Female,Retired,79000,17000,Personal,810,1,Covering costs for necessary home safety/security system updates.,1,Neutral,0.5267051458358765,1,79000,0.2151898734177215,1,0,1,1,2,8,Medium,Basic Needs/Survival
L2171,28,Male,Warehouse Worker,48000,13000,Education,640,1,Paying for specialized certification in automated warehousing systems.,0,Neutral,0.4863587915897369,1,48000,0.2708333333333333,1,3,1,1,1,16,High,Personal/Lifestyle
L2172,43,Female,Project Manager,128000,35000,Education,800,1,Sponsoring my child's advanced international STEM exchange program.,1,Neutral,0.4979241788387298,1,128000,0.2734375,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2173,51,Male,Mechanic,82000,21000,Business,735,2,"Need funds to purchase a specialized, high-capacity commercial air compressor.",1,Neutral,0.7414738535881042,2,82000,0.2560975609756097,1,1,1,1,1,12,High,Basic Needs/Survival
L2174,26,Female,Barista,41000,9500,Personal,620,0,My primary means of commuting to work (bicycle) was stolen; I need this cash immediately to replace it or lose my job. I feel desperate.,0,Negative,0.5628615021705627,1,41000,0.2317073170731707,2,3,1,0,2,17,High,Personal/Lifestyle
L2175,47,Male,Firefighter,104000,30000,Home,770,2,Financing a major upgrade to the home's insulation and weatherproofing.,1,Positive,0.484699547290802,1,104000,0.2884615384615384,0,0,1,1,0,5,Low,Personal/Lifestyle
L2176,32,Female,Social Worker,67000,22000,Education,725,1,Funding specialized training in complex behavioral health intervention.,1,Neutral,0.515869677066803,1,67000,0.3283582089552239,1,1,1,1,1,10,Medium,Basic Needs/Survival
L2177,61,Male,Consultant,162000,33000,Personal,820,1,"Investment in a high-yield, low-volatility fixed-income fund.",1,Neutral,0.2726635932922363,0,162000,0.2037037037037037,1,0,1,1,2,6,Medium,Business/Investment
L2178,37,Female,Chef,77000,25000,Business,760,2,Need funds to purchase specialized commercial baking ovens for product line expansion.,1,Neutral,0.5957526564598083,1,77000,0.3246753246753247,1,0,1,1,1,7,Medium,Business/Investment
L2179,50,Male,Accountant,115000,33000,Home,798,2,Refinancing existing loan structure to secure better long-term fixed rates.,1,Neutral,0.4739475846290588,1,115000,0.2869565217391304,1,0,1,1,0,6,Medium,Business/Investment
L2180,25,Female,Receptionist,44000,11500,Personal,648,1,Helping my sibling cover emergency specialized childcare costs so they can keep working.,0,Neutral,0.510908305644989,1,44000,0.2613636363636363,1,3,1,1,2,17,High,Personal/Lifestyle
L2181,55,Male,Engineer,182000,70000,Education,855,1,Sponsoring my child's entire final year of electrical engineering studies.,1,Neutral,0.5544186234474182,1,182000,0.3846153846153846,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2182,30,Female,Sales Clerk,49000,13500,Medical,650,0,I need this money urgently for essential medication refills that I have been skipping due to cost. I feel very unwell and panicked.,0,Negative,0.7782074809074402,2,49000,0.2755102040816326,2,2,1,0,1,15,High,Basic Needs/Survival
L2183,41,Male,Pilot,180000,53000,Business,838,1,Acquisition of next-generation flight control simulation software.,1,Neutral,0.5206202268600464,1,180000,0.2944444444444444,1,0,1,1,1,7,Medium,Basic Needs/Survival
L2184,68,Female,Retired,72000,14000,Personal,802,1,"Covering costs for necessary, minor home repairs not covered by insurance.",1,Negative,0.4638916254043579,1,72000,0.1944444444444444,2,0,0,1,2,7,Medium,Basic Needs/Survival
L2185,22,Male,Tutor,39000,7500,Education,618,1,Purchasing specialized software licenses for advanced calculus tutoring services.,0,Neutral,0.5079200267791748,1,39000,0.1923076923076923,1,3,0,1,1,14,High,Personal/Lifestyle
L2186,38,Female,Lawyer,155000,51000,Home,822,1,Funds needed to cover closing costs on a significant investment property purchase.,1,Neutral,0.6073725819587708,1,155000,0.3290322580645161,1,0,1,1,0,6,Medium,Business/Investment
L2187,45,Male,Driver,59000,19000,Personal,625,3,"My main work vehicle requires an immediate engine overhaul; without it, I cannot earn my living. I'm in a tough spot.",0,Negative,0.7366788983345032,2,59000,0.3220338983050847,2,3,1,2,2,21,High,Personal/Lifestyle
L2188,52,Female,Doctor,245000,88000,Medical,870,1,Funding the purchase of a high-resolution digital pathology scanner for the clinic.,1,Neutral,0.493604302406311,1,245000,0.3591836734693877,1,0,1,1,1,7,Medium,Personal/Lifestyle
L2189,26,Male,Retail Manager,59000,22000,Business,715,2,Need capital for specialized retail displays to showcase high-value electronics.,0,Neutral,0.5924064517021179,1,59000,0.3728813559322034,1,1,1,1,1,10,Medium,Business/Investment
L2190,60,Female,Accountant,120000,30000,Education,792,1,Paying off the final installment of my advanced CPA specialization loan.,1,Neutral,0.5031901597976685,1,120000,0.25,1,0,1,1,1,7,Medium,Business/Investment
